name;rating;convenience;security;functionality;comment 
Замок 81;2.1;3;4;3;Это здание является примером функционального дизайна.
Конюшня 27;3.6;1;5;2;Это здание имеет стандартную конструкцию.
Котельная 69;0.3;5;3;3;Это здание представляет собой типичный образец современной архитектуры.
Цирк 69;2.4;3;4;4;Это здание построено из стандартных строительных материалов.
Лежбище 58;2.9;2;1;1;Это здание очень функционально.
Университет 99;3.4;5;3;3;У этого здания отличная архитектура.
Пасека 63;2.8;5;3;5;Мне нравится дизайн этого здания.
Кошара 15;1.1;3;4;2;Это здание построено из стандартных строительных материалов.
Петля 6;0.5;3;5;1;Это здание построено из стандартных строительных материалов.
Утятник 20;0.8;1;4;5;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Университет 99;4.0;3;5;3;Это здание представляет собой типичный образец современной архитектуры.
Конюшня 27;2.3;3;2;1;Это здание представляет собой типичный образец современной архитектуры.
Цирк 34;4.3;5;4;4;Это здание построено из стандартных строительных материалов.
Фабрика 100;2.1;2;4;3;Это здание является примером функционального дизайна.
Цирк 69;3.0;1;5;3;Это здание очень функционально.
Ламарий 93;1.1;2;2;5;Мне нравится дизайн этого здания.
Муравейник 68;4.2;4;2;5;Мне нравится дизайн этого здания.
Театр 68;1.3;3;2;3;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Лосятник 92;3.0;4;3;5;Это здание построено из стандартных строительных материалов.
Муравейник 77;0.2;5;4;2;Это здание не имеет особых архитектурных особенностей.
Лежбище 58;4.7;1;1;2;Это здание имеет стандартную конструкцию.
Котельная 92;1.5;4;2;5;Это здание очень функционально.
Муравейник 68;5.0;4;3;2;Это здание является примером функционального дизайна.
Паутинник 26;2.9;5;2;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Виадук 2;3.2;1;3;5;Это здание не имеет особых архитектурных особенностей.
Гусятник 51;0.9;2;2;5;Это здание очень функционально.
Кубло 25;2.4;1;4;1;Мне нравится дизайн этого здания.
Свиноферма 32;0.9;1;4;2;Это здание является примером функционального дизайна.
Магазин 19;2.7;1;4;3;Это великолепное здание!
Библиотека 51;0.8;2;4;1;Это здание не имеет особых архитектурных особенностей.
Библиотека 51;3.8;1;2;4;Это здание построено из стандартных строительных материалов.
Пасека 52;1.2;3;4;5;Это здание является примером функционального дизайна.
Библиотека 51;2.2;1;5;3;Это здание представляет собой типичный образец современной архитектуры.
Муравейник 68;3.5;1;4;4;Это здание построено из стандартных строительных материалов.
Виадук 2;3.8;1;3;5;Это здание имеет стандартную конструкцию.
Лосятник 92;2.6;3;1;2;Это здание представляет собой типичный образец современной архитектуры.
Цирк 69;3.7;3;1;1;У этого здания отличная архитектура.
Гараж 31;0.8;1;1;1;Это здание представляет собой типичный образец современной архитектуры.
Кинотеатр 84;4.8;4;5;5;Это здание представляет собой типичный образец современной архитектуры.
Конюшня 27;2.7;1;1;4;Это здание является примером функционального дизайна.
Электростанция 72;2.4;1;4;3;Это здание имеет стандартную конструкцию.
Музей 91;2.0;4;4;3;Это великолепное здание!
Гараж 31;2.2;5;4;5;Это здание прекрасно вписывается в окружающий ландшафт.
Электростанция 72;0.9;2;4;1;Это здание имеет стандартную конструкцию.
Гусятник 51;3.1;1;5;4;Это великолепное здание!
Петля 6;3.7;4;5;2;Это здание является примером функционального дизайна.
Шмелиное гнездо 23;2.7;5;1;1;Это здание представляет собой типичный образец современной архитектуры.
Конюшня 27;0.5;3;2;1;Это здание является примером функционального дизайна.
Почта 40;0.6;4;4;1;Это здание имеет стандартную конструкцию.
Свиноферма 32;4.0;3;4;3;У этого здания отличная архитектура.
Мануфактура 92;0.3;3;4;4;Это здание является примером функционального дизайна.
Пасека 63;0.5;5;2;3;У этого здания отличная архитектура.
Ферма 26;4.4;1;1;4;Это здание имеет стандартную конструкцию.
Библиотека 51;4.9;1;1;5;Это здание построено из стандартных строительных материалов.
Магазин 19;4.4;1;4;2;Это здание представляет собой типичный образец современной архитектуры.
Пасека 63;4.7;5;1;1;Это здание имеет стандартную конструкцию.
Лежбище 58;0.9;2;3;2;Это здание представляет собой типичный образец современной архитектуры.
Университет 99;0.4;5;4;5;Это здание построено из стандартных строительных материалов.
Путепровод 8;0.7;1;1;2;Это здание не имеет особых архитектурных особенностей.
Петля 6;2.1;3;1;5;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Кошара 15;1.1;1;2;1;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Верблюжатник 5;0.8;3;1;1;У этого здания отличная архитектура.
Дворец 20;0.4;1;1;5;Мне нравится дизайн этого здания.
Кошара 15;1.8;5;3;2;Это здание не имеет особых архитектурных особенностей.
Театр 68;1.3;1;1;2;Это здание не имеет особых архитектурных особенностей.
Муравейник 77;1.2;1;3;3;Это здание представляет собой типичный образец современной архитектуры.
Фабрика 100;0.8;3;2;3;Это здание не имеет особых архитектурных особенностей.
Магазин 19;4.5;5;5;4;Это великолепное здание!
Дворец 20;3.0;5;5;3;Это здание построено из стандартных строительных материалов.
Цирк 69;0.5;5;4;5;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Мануфактура 92;1.4;4;3;2;Мне нравится дизайн этого здания.
Маяк 88;3.8;1;3;2;Это здание очень функционально.
Университет 99;3.1;3;4;1;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Театр 68;4.3;3;1;2;Это здание не имеет особых архитектурных особенностей.
Банк 74;4.9;5;2;2;Это здание представляет собой типичный образец современной архитектуры.
Театр 68;0.1;1;5;5;Это великолепное здание!
Кинотеатр 84;2.1;5;3;4;Это здание не имеет особых архитектурных особенностей.
Логово 16;3.7;5;2;2;Это здание построено из стандартных строительных материалов.
Кинотеатр 24;0.9;3;3;2;У этого здания отличная архитектура.
Гнездо 78;0.3;2;3;2;Это здание построено из стандартных строительных материалов.
Виадук 2;1.4;4;2;1;Это здание очень функционально.
Путепровод 8;4.6;4;1;3;Это здание построено из стандартных строительных материалов.
Церковь 97;2.8;1;1;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Конюшня 27;3.3;2;1;3;Это здание прекрасно вписывается в окружающий ландшафт.
Муравейник 68;2.9;3;5;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Музей 55;4.5;1;4;2;Это здание не имеет особых архитектурных особенностей.
Театр 68;3.7;4;3;3;Это здание является примером функционального дизайна.
Гнездо 78;1.6;5;2;3;У этого здания отличная архитектура.
ТЭЦ 5;1.6;2;4;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Театр 68;0.8;3;2;3;Это здание не имеет особых архитектурных особенностей.
Кошара 15;2.5;5;5;5;У этого здания отличная архитектура.
Муравейник 77;0.4;5;1;1;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Путепровод 8;2.8;3;2;1;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Котельная 92;2.4;5;5;5;Это здание представляет собой типичный образец современной архитектуры.
Кинотеатр 84;1.1;3;1;2;Это здание имеет стандартную конструкцию.
Академия 57;2.2;2;5;1;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Мануфактура 92;4.5;1;2;4;Это здание имеет стандартную конструкцию.
Верблюжатник 5;3.5;5;2;2;Это здание имеет стандартную конструкцию.
Кубло 25;1.4;3;3;2;Это здание построено из стандартных строительных материалов.
Церковь 97;4.5;5;4;3;У этого здания отличная архитектура.
Котельная 69;2.0;1;2;2;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Магазин 19;1.4;4;2;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Плантация 92;3.8;2;3;1;Это здание представляет собой типичный образец современной архитектуры.
Муравейник 77;1.5;3;2;1;Это здание является примером функционального дизайна.
Осатаник 61;2.6;1;2;1;Это великолепное здание!
Фабрика 28;3.7;1;3;1;Это здание не имеет особых архитектурных особенностей.
Кошара 15;0.4;2;4;2;Это здание построено из стандартных строительных материалов.
Мостки 31;3.4;1;2;5;Это здание является примером функционального дизайна.
Ламарий 93;4.6;1;2;5;Это великолепное здание!
Муравейник 77;2.2;1;5;3;У этого здания отличная архитектура.
Университет 99;4.2;2;1;5;Это здание очень функционально.
Кошара 99;0.5;3;1;5;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Плантация 92;2.0;5;2;2;Это великолепное здание!
Музей 55;0.1;2;5;4;Это здание является примером функционального дизайна.
Путепровод 8;4.1;3;1;4;Это здание представляет собой типичный образец современной архитектуры.
Гусятник 51;0.4;5;4;5;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Котельная 92;1.8;1;1;5;Это здание прекрасно вписывается в окружающий ландшафт.
Кубло 25;5.0;1;3;2;Это здание имеет стандартную конструкцию.
Фабрика 28;1.7;2;3;1;Это здание является примером функционального дизайна.
Мостки 31;4.9;5;3;3;Мне нравится дизайн этого здания.
Почта 7;1.3;1;4;1;Это здание построено из стандартных строительных материалов.
Бункер 97;4.8;4;4;4;Это здание построено из стандартных строительных материалов.
Берлога 36;1.5;2;1;2;Это здание представляет собой типичный образец современной архитектуры.
Котельная 69;0.2;3;2;3;Это здание представляет собой типичный образец современной архитектуры.
Паутинник 26;2.1;3;3;2;Это здание имеет стандартную конструкцию.
Дворец 20;2.7;4;5;2;Это здание имеет стандартную конструкцию.
Цирк 34;2.3;2;5;2;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Кошара 15;0.9;4;4;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Цирк 69;3.9;5;1;5;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Кошара 15;3.7;5;1;4;Это здание прекрасно вписывается в окружающий ландшафт.
Пасека 63;3.5;3;2;5;Это здание прекрасно вписывается в окружающий ландшафт.
Свиноферма 32;2.3;2;5;2;Это здание имеет стандартную конструкцию.
Почта 7;2.8;2;4;3;Это здание построено из стандартных строительных материалов.
Порт 71;4.5;2;3;5;Это здание не имеет особых архитектурных особенностей.
Осатаник 61;3.9;5;5;4;Это здание имеет стандартную конструкцию.
Шмелиное гнездо 23;5.0;4;4;1;Это здание построено из стандартных строительных материалов.
Гусятник 51;4.6;4;3;2;Это здание представляет собой типичный образец современной архитектуры.
Муравейник 68;0.7;1;1;5;Это здание является примером функционального дизайна.
Свиноферма 32;3.2;5;2;1;Это здание является примером функционального дизайна.
Библиотека 51;3.9;1;2;1;Это здание очень функционально.
Конюшня 27;4.7;2;1;5;Это здание построено из стандартных строительных материалов.
Магазин 19;4.3;1;5;1;Это здание представляет собой типичный образец современной архитектуры.
Гараж 31;3.6;1;2;5;Это здание является примером функционального дизайна.
Музей 91;3.1;1;1;2;Это здание имеет стандартную конструкцию.
Утятник 20;1.9;3;2;3;Это здание представляет собой типичный образец современной архитектуры.
Почта 40;1.5;3;4;1;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Путепровод 8;0.2;2;4;4;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Мостки 31;1.7;3;4;4;Это здание прекрасно вписывается в окружающий ландшафт.
Муравейник 68;4.9;2;4;1;Мне нравится дизайн этого здания.
Петля 6;1.1;1;5;1;Это здание не имеет особых архитектурных особенностей.
Библиотека 51;1.4;1;2;2;Это здание очень функционально.
Мостки 31;2.3;3;2;2;Это здание представляет собой типичный образец современной архитектуры.
Почта 40;2.0;3;1;4;Это здание прекрасно вписывается в окружающий ландшафт.
Берлога 36;3.3;1;5;3;У этого здания отличная архитектура.
Логово 16;2.5;5;3;3;Это здание имеет стандартную конструкцию.
Котельная 92;3.4;1;3;5;Это великолепное здание!
Котельная 92;2.9;5;4;3;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Шмелиное гнездо 23;2.1;5;2;4;Это здание представляет собой типичный образец современной архитектуры.
Музей 55;3.9;1;2;3;Мне нравится дизайн этого здания.
Кубло 25;1.3;1;1;4;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Мост 30;4.8;5;5;4;Это здание не имеет особых архитектурных особенностей.
Свиноферма 32;4.6;5;4;3;Это здание имеет стандартную конструкцию.
Лосятник 92;3.1;1;4;3;Это здание не имеет особых архитектурных особенностей.
Почта 7;3.8;3;1;2;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Электростанция 72;1.9;4;4;4;Это здание не имеет особых архитектурных особенностей.
Почта 7;4.7;2;1;1;Это здание имеет стандартную конструкцию.
Театр 68;1.3;1;1;2;Это здание представляет собой типичный образец современной архитектуры.
Муравейник 68;2.4;2;1;2;Это здание построено из стандартных строительных материалов.
Мануфактура 92;1.8;5;3;4;У этого здания отличная архитектура.
Лежбище 58;2.2;1;2;1;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Церковь 65;3.0;4;2;1;Это здание является примером функционального дизайна.
Библиотека 51;2.6;4;4;5;Это здание построено из стандартных строительных материалов.
Гараж 31;1.1;1;4;3;Мне нравится дизайн этого здания.
Аэропорт 68;5.0;4;1;2;Это здание не имеет особых архитектурных особенностей.
Университет 99;1.1;1;5;1;Это здание не имеет особых архитектурных особенностей.
Муравейник 68;2.5;2;3;2;Это здание представляет собой типичный образец современной архитектуры.
Гнездо 78;4.4;4;1;3;Это здание не имеет особых архитектурных особенностей.
Церковь 97;3.9;2;3;5;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Лосятник 92;4.1;2;4;1;У этого здания отличная архитектура.
Муравейник 77;3.5;5;1;2;Это здание не имеет особых архитектурных особенностей.
Кошара 99;3.8;4;3;3;У этого здания отличная архитектура.
Ферма 26;1.4;3;5;1;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Мост 30;0.2;4;5;2;Это здание не имеет особых архитектурных особенностей.
Бункер 97;4.0;4;3;2;Это здание очень функционально.
Бункер 97;2.0;1;5;2;Это здание является примером функционального дизайна.
Маяк 88;0.4;3;3;5;Это здание не имеет особых архитектурных особенностей.
Свиноферма 32;4.3;2;2;4;Это здание построено из стандартных строительных материалов.
Мушиный лабиринт 62;4.7;2;3;4;Это здание является примером функционального дизайна.
Конюшня 27;4.2;5;3;1;Это здание построено из стандартных строительных материалов.
Театр 68;4.4;4;4;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Фабрика 100;0.2;2;3;2;Это здание не имеет особых архитектурных особенностей.
Котельная 69;1.0;4;5;1;Это здание очень функционально.
Кубло 25;5.0;2;3;1;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Конюшня 27;5.0;5;5;5;Это здание имеет стандартную конструкцию.
Цирк 69;2.0;1;5;1;Это здание построено из стандартных строительных материалов.
Академия 57;4.7;1;4;2;Мне нравится дизайн этого здания.
Университет 99;1.7;2;3;5;Это здание построено из стандартных строительных материалов.
Кошара 15;3.2;2;4;3;Это здание прекрасно вписывается в окружающий ландшафт.
Церковь 65;3.1;1;5;1;Это здание является примером функционального дизайна.
Бункер 97;4.7;3;5;3;Это здание не имеет особых архитектурных особенностей.
Ферма 26;0.3;3;1;2;Это здание имеет стандартную конструкцию.
Пасека 63;4.8;5;3;5;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Котельная 92;3.6;3;4;4;Мне нравится дизайн этого здания.
Порт 71;2.1;2;4;1;Это здание прекрасно вписывается в окружающий ландшафт.
Церковь 97;1.4;1;5;1;Это здание представляет собой типичный образец современной архитектуры.
Котельная 92;2.3;5;2;2;У этого здания отличная архитектура.
Библиотека 51;4.4;1;2;1;Это великолепное здание!
Театр 68;1.0;2;4;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Фабрика 28;5.0;2;2;3;Это здание построено из стандартных строительных материалов.
Свиноферма 32;4.1;3;2;1;Это здание построено из стандартных строительных материалов.
Бункер 97;4.4;1;3;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Почта 7;0.6;2;2;2;Это здание не имеет особых архитектурных особенностей.
Бункер 97;2.3;2;1;2;Это здание является примером функционального дизайна.
Замок 81;2.3;5;4;3;Это здание не имеет особых архитектурных особенностей.
Логово 16;1.6;3;2;4;Это здание имеет стандартную конструкцию.
Муравейник 77;4.7;4;2;1;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Цирк 34;2.8;5;2;5;Это здание построено из стандартных строительных материалов.
Котельная 69;0.6;3;1;2;Это здание не имеет особых архитектурных особенностей.
Мост 30;4.8;4;1;5;Это здание представляет собой типичный образец современной архитектуры.
Почта 40;1.7;5;2;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Бункер 97;3.4;3;4;2;Это здание прекрасно вписывается в окружающий ландшафт.
Аэропорт 68;2.6;1;4;1;Это здание построено из стандартных строительных материалов.
Шмелиное гнездо 23;4.1;5;2;4;Это здание очень функционально.
Логово 16;3.1;2;2;4;Это здание не имеет особых архитектурных особенностей.
Цирк 69;4.3;2;5;3;Это здание не имеет особых архитектурных особенностей.
Пасека 63;3.3;1;1;4;Это здание имеет стандартную конструкцию.
Котельная 92;0.7;1;2;4;Это здание не имеет особых архитектурных особенностей.
Муравейник 77;1.4;1;4;2;Это здание является примером функционального дизайна.
Петля 6;2.0;5;3;3;Это здание построено из стандартных строительных материалов.
Муравейник 77;3.1;2;4;2;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Кубло 25;0.1;1;3;4;Мне нравится дизайн этого здания.
Шмелиное гнездо 23;1.4;4;2;4;Мне нравится дизайн этого здания.
Театр 68;3.6;1;5;1;Это здание очень функционально.
Академия 57;4.0;1;5;1;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
ТЭЦ 5;1.4;5;5;3;Это здание очень функционально.
Цирк 69;4.8;2;5;2;Это здание имеет стандартную конструкцию.
Музей 91;4.4;2;1;3;Это здание представляет собой типичный образец современной архитектуры.
Лосятник 92;2.3;1;1;1;Это здание является примером функционального дизайна.
Пасека 52;1.2;1;5;1;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Пасека 63;2.5;1;2;1;Это здание построено из стандартных строительных материалов.
Петля 6;1.0;4;1;2;У этого здания отличная архитектура.
Университет 99;2.0;2;3;5;Это великолепное здание!
Цирк 69;2.9;1;2;3;Это здание прекрасно вписывается в окружающий ландшафт.
Гараж 31;4.6;1;3;4;Это здание представляет собой типичный образец современной архитектуры.
Банк 74;0.4;3;5;1;Это здание не имеет особых архитектурных особенностей.
Кубло 25;0.1;3;1;1;Это здание представляет собой типичный образец современной архитектуры.
Берлога 36;4.0;5;4;5;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Почта 7;1.0;4;2;2;Это здание является примером функционального дизайна.
Осатаник 61;3.0;4;2;4;У этого здания отличная архитектура.
Плантация 92;4.5;3;3;1;Это здание очень функционально.
Гусятник 51;1.3;2;5;5;Это великолепное здание!
Шмелиное гнездо 23;3.2;3;1;2;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Цирк 69;4.4;5;3;5;Это великолепное здание!
Театр 68;3.2;1;4;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Петля 6;1.0;4;1;1;У этого здания отличная архитектура.
Почта 7;0.7;5;3;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Лосятник 92;1.8;4;3;4;Это здание не имеет особых архитектурных особенностей.
Мост 30;0.4;3;4;5;Мне нравится дизайн этого здания.
Музей 91;0.3;5;4;1;Это здание является примером функционального дизайна.
Кошара 99;3.3;2;3;1;Это здание очень функционально.
Кинотеатр 84;4.6;4;4;1;Это великолепное здание!
Виадук 2;1.3;1;3;5;Мне нравится дизайн этого здания.
Кубло 25;0.6;2;1;4;Это здание представляет собой типичный образец современной архитектуры.
Петля 6;4.4;5;2;5;Мне нравится дизайн этого здания.
Берлога 36;0.1;3;5;2;Это здание имеет стандартную конструкцию.
Кубло 25;5.0;2;4;2;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Верблюжатник 5;2.6;3;1;2;Это здание является примером функционального дизайна.
Плантация 92;0.1;1;4;4;Это здание имеет стандартную конструкцию.
Почта 7;5.0;5;5;4;Это здание не имеет особых архитектурных особенностей.
Кинотеатр 84;1.1;1;3;3;Это здание имеет стандартную конструкцию.
Библиотека 51;2.8;1;2;4;Мне нравится дизайн этого здания.
Верблюжатник 5;3.7;3;4;2;Это здание построено из стандартных строительных материалов.
Магазин 19;3.4;1;4;2;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Плантация 92;0.5;1;5;3;Мне нравится дизайн этого здания.
Лосятник 92;2.1;3;5;5;Мне нравится дизайн этого здания.
Почта 40;5.0;2;5;4;Это великолепное здание!
Ферма 26;0.4;2;1;4;Это здание построено из стандартных строительных материалов.
Электростанция 72;4.5;3;1;5;Это великолепное здание!
Ламарий 93;1.1;4;1;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Аэропорт 68;3.2;5;4;5;Это здание имеет стандартную конструкцию.
Муравейник 77;1.3;5;3;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Конюшня 27;3.3;1;3;4;Это здание представляет собой типичный образец современной архитектуры.
Паутинник 26;3.0;2;2;2;Это здание представляет собой типичный образец современной архитектуры.
Кинотеатр 24;4.2;2;3;5;Мне нравится дизайн этого здания.
Университет 99;3.4;3;4;3;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Кубло 25;2.6;4;5;5;Это здание очень функционально.
Магазин 19;1.1;3;1;5;Это здание не имеет особых архитектурных особенностей.
Осатаник 61;0.2;2;5;4;Это здание не имеет особых архитектурных особенностей.
Церковь 97;1.2;3;2;3;Это здание прекрасно вписывается в окружающий ландшафт.
Банк 74;1.7;2;3;1;Это здание построено из стандартных строительных материалов.
Фабрика 28;0.5;2;5;1;Это здание очень функционально.
Банк 74;4.0;1;5;2;Это здание построено из стандартных строительных материалов.
Пасека 63;2.8;5;2;5;Это здание очень функционально.
Путепровод 8;0.9;4;4;1;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Кошара 15;1.6;2;3;2;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Мостки 31;3.4;3;3;3;Это здание является примером функционального дизайна.
Котельная 92;0.4;5;2;5;Это здание очень функционально.
Мушиный лабиринт 62;3.8;2;3;3;Мне нравится дизайн этого здания.
Гнездо 78;4.1;1;4;3;Это здание построено из стандартных строительных материалов.
Плантация 92;4.4;5;3;1;Это здание является примером функционального дизайна.
Берлога 36;1.0;1;3;4;Это здание не имеет особых архитектурных особенностей.
Гнездо 78;3.3;2;5;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Лежбище 58;1.2;4;5;1;У этого здания отличная архитектура.
Кошара 99;0.2;2;5;1;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Банк 74;3.5;1;3;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Лежбище 58;1.4;4;3;4;Это здание не имеет особых архитектурных особенностей.
Маяк 88;2.1;5;4;1;Это здание построено из стандартных строительных материалов.
Лежбище 58;4.7;2;3;1;Это здание имеет стандартную конструкцию.
Пасека 52;0.3;4;3;4;Это здание имеет стандартную конструкцию.
Кубло 25;0.4;1;5;4;Это здание не имеет особых архитектурных особенностей.
Берлога 36;4.9;3;4;1;Это здание не имеет особых архитектурных особенностей.
Порт 71;1.1;3;1;2;Это здание прекрасно вписывается в окружающий ландшафт.
Банк 74;2.5;2;1;4;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Бункер 97;2.2;2;3;2;Это здание является примером функционального дизайна.
Муравейник 77;2.8;5;2;2;Это здание является примером функционального дизайна.
Кинотеатр 84;3.3;2;4;5;Это здание представляет собой типичный образец современной архитектуры.
Гараж 31;4.7;5;1;2;Это здание не имеет особых архитектурных особенностей.
Банк 74;3.9;3;4;4;Это здание построено из стандартных строительных материалов.
Университет 99;4.2;4;4;3;Это здание имеет стандартную конструкцию.
Свиноферма 32;0.2;4;5;2;Это великолепное здание!
Пасека 52;4.1;5;3;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Плантация 92;0.4;5;5;2;Это здание является примером функционального дизайна.
Церковь 65;3.5;3;4;3;Это здание имеет стандартную конструкцию.
Виадук 2;4.4;1;2;3;Это здание прекрасно вписывается в окружающий ландшафт.
Ферма 26;0.4;5;2;1;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Лежбище 58;2.0;2;3;2;Это здание не имеет особых архитектурных особенностей.
Порт 71;0.8;5;1;1;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
